approvedSymbol	targetId	pathways	pathwayTerms	neuroFluxSubset	totalScoreNorm	neuroFluxTarget	geneticAD	maxPhase	isDrugTarget	UMAP 1	UMAP 2	cluster	clusterManual	clusterName3Words	clusterNameReactome	clusterNameGOBP	prioritised
WDR11	ENSG00000120008	R-HSA-9012999; R-HSA-162582	RHO GTPase cycle; Signal Transduction	"APP.V717I, AD_MIX"	0.082165326	1	0		0	27.321598	17.46882	19		Rho / Gtpase / Cycle	CDC42 GTPase cycle	regulation of small GTPase mediated signal transduction	0
ALK	ENSG00000171094	R-HSA-5663202; R-HSA-9006934; R-HSA-162582	Diseases of signal transduction by growth factor receptors and second messengers; Signaling by Receptor Tyrosine Kinases; Signal Transduction	"SORL1.null, AD_MIX"	0.125616693	1	0		0	-4.366209	3.505814	20		Transduction / Receptors / Diseases	Growth factor signaling disorders	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development*	0
CSNK1A1	ENSG00000113712	R-HSA-5663202; R-HSA-162582	Diseases of signal transduction by growth factor receptors and second messengers; Signal Transduction	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	-4.5687256	2.5524871	20		Transduction / Receptors / Diseases	Growth factor signaling disorders	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development*	0
ESR2	ENSG00000140009	R-HSA-5663202; R-HSA-9006931; R-HSA-162582	Diseases of signal transduction by growth factor receptors and second messengers; Signaling by Nuclear Receptors; Signal Transduction		0	0	1	2	1	-4.094651	3.2816186	20		Transduction / Receptors / Diseases	Growth factor signaling disorders	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development*	0
FGFR2	ENSG00000066468	R-HSA-9006934; R-HSA-5663202; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Diseases of signal transduction by growth factor receptors and second messengers; Signal Transduction	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	-4.283284	3.1803896	20		Transduction / Receptors / Diseases	Growth factor signaling disorders	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development*	0
RNF43	ENSG00000108375	R-HSA-5663202; R-HSA-162582	Diseases of signal transduction by growth factor receptors and second messengers; Signal Transduction		0	0	1		0	-4.785266	2.6044936	20		Transduction / Receptors / Diseases	Growth factor signaling disorders	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development*	0
SHOC2	ENSG00000108061	R-HSA-5663202; R-HSA-162582	Diseases of signal transduction by growth factor receptors and second messengers; Signal Transduction	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.341583561	1	0		0	-4.456915	2.7423277	20		Transduction / Receptors / Diseases	Growth factor signaling disorders	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development*	1
SYVN1	ENSG00000162298	R-HSA-5663202; R-HSA-162582	Diseases of signal transduction by growth factor receptors and second messengers; Signal Transduction	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-4.350166	2.9509509	20		Transduction / Receptors / Diseases	Growth factor signaling disorders	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development*	0
ZFYVE9	ENSG00000157077	R-HSA-9006936; R-HSA-5663202; R-HSA-162582	Signaling by TGFB family members; Diseases of signal transduction by growth factor receptors and second messengers; Signal Transduction	"APP.V717I, AD_MONO.MIX, AD_MIX"	0.214307268	1	0		0	-3.8852196	3.8997793	20		Transduction / Receptors / Diseases	Growth factor signaling disorders	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development*	0
ANAPC5	ENSG00000089053	R-HSA-1280218; R-HSA-69242; R-HSA-69278; R-HSA-69052; R-HSA-69620; R-HSA-68867; R-HSA-69239; R-HSA-69239; R-HSA-168256; R-HSA-1640170; R-HSA-69306	"Adaptive Immune System; S Phase; Cell Cycle, Mitotic; Switching of origins to a post-replicative state; Cell Cycle Checkpoints; Assembly of the pre-replicative complex; Synthesis of DNA; Synthesis of DNA; Immune System; Cell Cycle; DNA Replication"	SORL1.null	0.064633907	1	0		0	-6.975411	2.2824395	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
CDC16	ENSG00000130177	R-HSA-69278; R-HSA-1280218; R-HSA-69242; R-HSA-69620; R-HSA-69239; R-HSA-69052; R-HSA-68867; R-HSA-69239; R-HSA-168256; R-HSA-69306; R-HSA-1640170	"Cell Cycle, Mitotic; Adaptive Immune System; S Phase; Cell Cycle Checkpoints; Synthesis of DNA; Switching of origins to a post-replicative state; Assembly of the pre-replicative complex; Synthesis of DNA; Immune System; DNA Replication; Cell Cycle"	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.353683559	1	0		0	-6.6429405	2.2093403	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	1
CEP290	ENSG00000198707	R-HSA-6798695; R-HSA-168249; R-HSA-69275; R-HSA-453274; R-HSA-2565942; R-HSA-69278; R-HSA-168256; R-HSA-1640170	"Neutrophil degranulation; Innate Immune System; G2/M Transition; Mitotic G2-G2/M phases; Regulation of PLK1 Activity at G2/M Transition; Cell Cycle, Mitotic; Immune System; Cell Cycle"	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	-6.9840755	4.107488	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
CUL1	ENSG00000055130	R-HSA-2644602; R-HSA-9013694; R-HSA-2894858; R-HSA-2894862; R-HSA-1980143; R-HSA-157118; R-HSA-168249; R-HSA-2644606; R-HSA-2644603; R-HSA-5663202; R-HSA-69206; R-HSA-69242; R-HSA-168898; R-HSA-69275; R-HSA-1280218; R-HSA-69239; R-HSA-69052; R-HSA-453274; R-HSA-166016; R-HSA-453279; R-HSA-2565942; R-HSA-69278; R-HSA-69239; R-HSA-168256; R-HSA-69306; R-HSA-162582; R-HSA-382551; R-HSA-1640170	"Signaling by NOTCH1 PEST Domain Mutants in Cancer; Signaling by NOTCH4; Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; Signaling by NOTCH1; Signaling by NOTCH; Innate Immune System; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Signaling by NOTCH1 in Cancer; Diseases of signal transduction by growth factor receptors and second messengers; G1/S Transition; S Phase; Toll-like Receptor Cascades; G2/M Transition; Adaptive Immune System; Synthesis of DNA; Switching of origins to a post-replicative state; Mitotic G2-G2/M phases; Toll Like Receptor 4 (TLR4) Cascade; Mitotic G1 phase and G1/S transition; Regulation of PLK1 Activity at G2/M Transition; Cell Cycle, Mitotic; Synthesis of DNA; Immune System; DNA Replication; Signal Transduction; Transport of small molecules; Cell Cycle"	PSEN1.Intron4	0.079841885	1	0		0	-5.837542	5.1271133	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
IST1	ENSG00000182149	R-HSA-6798695; R-HSA-168249; R-HSA-69278; R-HSA-168256; R-HSA-1640170	"Neutrophil degranulation; Innate Immune System; Cell Cycle, Mitotic; Immune System; Cell Cycle"		0	0	1		0	-7.349308	4.006565	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
MRE11	ENSG00000020922	R-HSA-168249; R-HSA-69620; R-HSA-168256; R-HSA-1640170	Innate Immune System; Cell Cycle Checkpoints; Immune System; Cell Cycle	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.311167605	1	0		0	-7.526538	3.7594092	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
NUP88	ENSG00000108559	R-HSA-69278; R-HSA-162906; R-HSA-1640170; R-HSA-168256	"Cell Cycle, Mitotic; HIV Infection; Cell Cycle; Immune System"		0	0	1		0	-6.4407663	2.6731067	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
NUP93	ENSG00000102900	R-HSA-69278; R-HSA-162906; R-HSA-1640170; R-HSA-168256	"Cell Cycle, Mitotic; HIV Infection; Cell Cycle; Immune System"	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-6.599365	2.8485763	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
PPP2R5B	ENSG00000068971	R-HSA-5663202; R-HSA-69278; R-HSA-69620; R-HSA-1280218; R-HSA-168256; R-HSA-162582; R-HSA-1640170	"Diseases of signal transduction by growth factor receptors and second messengers; Cell Cycle, Mitotic; Cell Cycle Checkpoints; Adaptive Immune System; Immune System; Signal Transduction; Cell Cycle"	"SORL1.null, AD_MIX"	0.154946365	1	0		0	-6.254205	4.734603	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
PPP2R5C	ENSG00000078304	R-HSA-5663202; R-HSA-1280218; R-HSA-69278; R-HSA-69620; R-HSA-168256; R-HSA-1640170; R-HSA-162582	"Diseases of signal transduction by growth factor receptors and second messengers; Adaptive Immune System; Cell Cycle, Mitotic; Cell Cycle Checkpoints; Immune System; Cell Cycle; Signal Transduction"	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.295959626	1	0		0	-6.012818	4.30372	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
PSMB1	ENSG00000008018	R-HSA-422475; R-HSA-9675108; R-HSA-157118; R-HSA-6798695; R-HSA-5663202; R-HSA-9013694; R-HSA-168249; R-HSA-68867; R-HSA-69620; R-HSA-1280218; R-HSA-162906; R-HSA-69239; R-HSA-453279; R-HSA-69275; R-HSA-453274; R-HSA-69242; R-HSA-1234174; R-HSA-69239; R-HSA-69278; R-HSA-69206; R-HSA-69052; R-HSA-1266738; R-HSA-168256; R-HSA-382551; R-HSA-69306; R-HSA-162582; R-HSA-1640170	"Axon guidance; Nervous system development; Signaling by NOTCH; Neutrophil degranulation; Diseases of signal transduction by growth factor receptors and second messengers; Signaling by NOTCH4; Innate Immune System; Assembly of the pre-replicative complex; Cell Cycle Checkpoints; Adaptive Immune System; HIV Infection; Synthesis of DNA; Mitotic G1 phase and G1/S transition; G2/M Transition; Mitotic G2-G2/M phases; S Phase; Cellular response to hypoxia; Synthesis of DNA; Cell Cycle, Mitotic; G1/S Transition; Switching of origins to a post-replicative state; Developmental Biology; Immune System; Transport of small molecules; DNA Replication; Signal Transduction; Cell Cycle"	SORL1.null	0.030415956	1	0		0	-5.3955336	5.3390875	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	1
PSMB3	ENSG00000277791	R-HSA-422475; R-HSA-157118; R-HSA-9013694; R-HSA-168249; R-HSA-5663202; R-HSA-9675108; R-HSA-69206; R-HSA-69278; R-HSA-69620; R-HSA-1234174; R-HSA-69275; R-HSA-1280218; R-HSA-69052; R-HSA-453279; R-HSA-69239; R-HSA-69239; R-HSA-69242; R-HSA-162906; R-HSA-68867; R-HSA-453274; R-HSA-168256; R-HSA-1266738; R-HSA-162582; R-HSA-69306; R-HSA-1640170; R-HSA-382551	"Axon guidance; Signaling by NOTCH; Signaling by NOTCH4; Innate Immune System; Diseases of signal transduction by growth factor receptors and second messengers; Nervous system development; G1/S Transition; Cell Cycle, Mitotic; Cell Cycle Checkpoints; Cellular response to hypoxia; G2/M Transition; Adaptive Immune System; Switching of origins to a post-replicative state; Mitotic G1 phase and G1/S transition; Synthesis of DNA; Synthesis of DNA; S Phase; HIV Infection; Assembly of the pre-replicative complex; Mitotic G2-G2/M phases; Immune System; Developmental Biology; Signal Transduction; DNA Replication; Cell Cycle; Transport of small molecules"	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.444026192	1	0		0	-5.348046	5.903984	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	1
PSMC1	ENSG00000100764	R-HSA-157118; R-HSA-9013694; R-HSA-5663202; R-HSA-168249; R-HSA-422475; R-HSA-9675108; R-HSA-453279; R-HSA-69239; R-HSA-69052; R-HSA-69275; R-HSA-68867; R-HSA-1280218; R-HSA-69278; R-HSA-69242; R-HSA-1234174; R-HSA-453274; R-HSA-162906; R-HSA-69206; R-HSA-69239; R-HSA-168256; R-HSA-1640170; R-HSA-1266738; R-HSA-69620; R-HSA-162582; R-HSA-382551; R-HSA-69306	"Signaling by NOTCH; Signaling by NOTCH4; Diseases of signal transduction by growth factor receptors and second messengers; Innate Immune System; Axon guidance; Nervous system development; Mitotic G1 phase and G1/S transition; Synthesis of DNA; Switching of origins to a post-replicative state; G2/M Transition; Assembly of the pre-replicative complex; Adaptive Immune System; Cell Cycle, Mitotic; S Phase; Cellular response to hypoxia; Mitotic G2-G2/M phases; HIV Infection; G1/S Transition; Synthesis of DNA; Immune System; Cell Cycle; Developmental Biology; Cell Cycle Checkpoints; Signal Transduction; Transport of small molecules; DNA Replication"	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.344842413	1	0		0	-5.35039	5.9397173	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	1
RBX1	ENSG00000100387	R-HSA-2644602; R-HSA-422475; R-HSA-2894858; R-HSA-9013694; R-HSA-1980143; R-HSA-5663202; R-HSA-2644606; R-HSA-2644603; R-HSA-157118; R-HSA-9675108; R-HSA-2894862; R-HSA-453274; R-HSA-69275; R-HSA-1234174; R-HSA-69239; R-HSA-69052; R-HSA-69278; R-HSA-69239; R-HSA-162906; R-HSA-1280218; R-HSA-69242; R-HSA-1266738; R-HSA-168256; R-HSA-1640170; R-HSA-162582; R-HSA-69306	"Signaling by NOTCH1 PEST Domain Mutants in Cancer; Axon guidance; Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer; Signaling by NOTCH4; Signaling by NOTCH1; Diseases of signal transduction by growth factor receptors and second messengers; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Signaling by NOTCH1 in Cancer; Signaling by NOTCH; Nervous system development; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; Mitotic G2-G2/M phases; G2/M Transition; Cellular response to hypoxia; Synthesis of DNA; Switching of origins to a post-replicative state; Cell Cycle, Mitotic; Synthesis of DNA; HIV Infection; Adaptive Immune System; S Phase; Developmental Biology; Immune System; Cell Cycle; Signal Transduction; DNA Replication"	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-5.2035174	5.2128315	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
SUMO1	ENSG00000116030	R-HSA-69278; R-HSA-168256; R-HSA-1640170	"Cell Cycle, Mitotic; Immune System; Cell Cycle"	"APP.V717I, PSEN1.Intron4, SORL1.null, AD_MONO.MIX, AD_MIX"	0.453953622	1	0		0	-7.0462184	3.2986155	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	1
TUBA1A	ENSG00000167552	R-HSA-422475; R-HSA-9675108; R-HSA-69278; R-HSA-2565942; R-HSA-453274; R-HSA-1280218; R-HSA-199991; R-HSA-69275; R-HSA-5653656; R-HSA-1266738; R-HSA-168256; R-HSA-1640170; R-HSA-162582	"Axon guidance; Nervous system development; Cell Cycle, Mitotic; Regulation of PLK1 Activity at G2/M Transition; Mitotic G2-G2/M phases; Adaptive Immune System; Membrane Trafficking; G2/M Transition; Vesicle-mediated transport; Developmental Biology; Immune System; Cell Cycle; Signal Transduction"	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.209418989	1	0		0	-4.7624917	6.3841705	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
UBE2V2	ENSG00000169139	R-HSA-69620; R-HSA-1280218; R-HSA-168256; R-HSA-1640170	Cell Cycle Checkpoints; Adaptive Immune System; Immune System; Cell Cycle		0	0	1		0	-7.563433	3.5436409	21		Cell / Cycle / Immune	M Phase	proteasome-mediated ubiquitin-dependent protein catabolic process	0
ABCA1	ENSG00000165029	R-HSA-8963898; R-HSA-9029569; R-HSA-9024446; R-HSA-9006931; R-HSA-162582; R-HSA-382551	Plasma lipoprotein assembly; NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux; NR1H2 and NR1H3-mediated signaling; Signaling by Nuclear Receptors; Signal Transduction; Transport of small molecules		0	0	1		0	-2.932062	6.544178	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
ADAM10	ENSG00000137845	R-HSA-9012852; R-HSA-3928665; R-HSA-977225; R-HSA-2682334; R-HSA-2644606; R-HSA-157118; R-HSA-1980145; R-HSA-9006934; R-HSA-1474228; R-HSA-2894862; R-HSA-5663202; R-HSA-2644603; R-HSA-9013694; R-HSA-2894858; R-HSA-2979096; R-HSA-2644602; R-HSA-1980143; R-HSA-422475; R-HSA-168249; R-HSA-9675108; R-HSA-2122948; R-HSA-6798695; R-HSA-8957275; R-HSA-9013507; R-HSA-168256; R-HSA-1266738; R-HSA-162582; R-HSA-1474244	Signaling by NOTCH3; EPH-ephrin mediated repulsion of cells; Amyloid fiber formation; EPH-Ephrin signaling; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Signaling by NOTCH; Signaling by NOTCH2; Signaling by Receptor Tyrosine Kinases; Degradation of the extracellular matrix; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; Diseases of signal transduction by growth factor receptors and second messengers; Signaling by NOTCH1 in Cancer; Signaling by NOTCH4; Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer; NOTCH2 Activation and Transmission of Signal to the Nucleus; Signaling by NOTCH1 PEST Domain Mutants in Cancer; Signaling by NOTCH1; Axon guidance; Innate Immune System; Nervous system development; Activated NOTCH1 Transmits Signal to the Nucleus; Neutrophil degranulation; Post-translational protein phosphorylation; NOTCH3 Activation and Transmission of Signal to the Nucleus; Immune System; Developmental Biology; Signal Transduction; Extracellular matrix organization		0	0	1		0	1.5257926	6.788091	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
ANGPTL3	ENSG00000132855	R-HSA-9006931; R-HSA-9024446; R-HSA-8963899; R-HSA-382551; R-HSA-162582	Signaling by Nuclear Receptors; NR1H2 and NR1H3-mediated signaling; Plasma lipoprotein remodeling; Transport of small molecules; Signal Transduction	"APP.V717I, AD_MIX"	0.088683031	1	0		0	-3.0705945	6.9033666	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
APH1B	ENSG00000138613	R-HSA-2894858; R-HSA-9675108; R-HSA-2122948; R-HSA-2644603; R-HSA-2979096; R-HSA-422475; R-HSA-9013507; R-HSA-3928665; R-HSA-2644602; R-HSA-1980143; R-HSA-9012852; R-HSA-2682334; R-HSA-157118; R-HSA-1236394; R-HSA-977225; R-HSA-2644606; R-HSA-73887; R-HSA-5663202; R-HSA-2894862; R-HSA-9006934; R-HSA-1980145; R-HSA-9006936; R-HSA-193704; R-HSA-1251985; R-HSA-9013694; R-HSA-204998; R-HSA-9839373; R-HSA-1266738; R-HSA-162582	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer; Nervous system development; Activated NOTCH1 Transmits Signal to the Nucleus; Signaling by NOTCH1 in Cancer; NOTCH2 Activation and Transmission of Signal to the Nucleus; Axon guidance; NOTCH3 Activation and Transmission of Signal to the Nucleus; EPH-ephrin mediated repulsion of cells; Signaling by NOTCH1 PEST Domain Mutants in Cancer; Signaling by NOTCH1; Signaling by NOTCH3; EPH-Ephrin signaling; Signaling by NOTCH; Signaling by ERBB4; Amyloid fiber formation; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Death Receptor Signaling; Diseases of signal transduction by growth factor receptors and second messengers; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; Signaling by Receptor Tyrosine Kinases; Signaling by NOTCH2; Signaling by TGFB family members; p75 NTR receptor-mediated signalling; Nuclear signaling by ERBB4; Signaling by NOTCH4; Cell death signalling via NRAGE, NRIF and NADE; Signaling by TGFBR3; Developmental Biology; Signal Transduction"		0	0	1		0	0.7729004	6.4269032	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
APOC1	ENSG00000130208	R-HSA-9024446; R-HSA-8963898; R-HSA-9029569; R-HSA-9006931; R-HSA-162582; R-HSA-382551	NR1H2 and NR1H3-mediated signaling; Plasma lipoprotein assembly; NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux; Signaling by Nuclear Receptors; Signal Transduction; Transport of small molecules		0	0	1		0	-3.601363	6.666775	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	1
APOC2	ENSG00000234906	R-HSA-8963899; R-HSA-8963898; R-HSA-9024446; R-HSA-9029569; R-HSA-9006931; R-HSA-382551; R-HSA-162582	Plasma lipoprotein remodeling; Plasma lipoprotein assembly; NR1H2 and NR1H3-mediated signaling; NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux; Signaling by Nuclear Receptors; Transport of small molecules; Signal Transduction		0	0	1		0	-2.7132409	7.0859876	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
APOC4	ENSG00000267467	R-HSA-9029569; R-HSA-8963898; R-HSA-9024446; R-HSA-9006931; R-HSA-382551; R-HSA-162582	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux; Plasma lipoprotein assembly; NR1H2 and NR1H3-mediated signaling; Signaling by Nuclear Receptors; Transport of small molecules; Signal Transduction		0	0	1		0	-3.3982353	6.5113773	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
APOE	ENSG00000130203	R-HSA-977225; R-HSA-1251985; R-HSA-8957275; R-HSA-1236394; R-HSA-9006934; R-HSA-9006931; R-HSA-9029569; R-HSA-9024446; R-HSA-8963899; R-HSA-8963898; R-HSA-5653656; R-HSA-382551; R-HSA-162582	Amyloid fiber formation; Nuclear signaling by ERBB4; Post-translational protein phosphorylation; Signaling by ERBB4; Signaling by Receptor Tyrosine Kinases; Signaling by Nuclear Receptors; NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux; NR1H2 and NR1H3-mediated signaling; Plasma lipoprotein remodeling; Plasma lipoprotein assembly; Vesicle-mediated transport; Transport of small molecules; Signal Transduction		0	0	1		0	-1.813053	7.1718516	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
APP	ENSG00000142192	R-HSA-8957275; R-HSA-977225; R-HSA-168249; R-HSA-9824443; R-HSA-199991; R-HSA-168898; R-HSA-166016; R-HSA-9658195; R-HSA-76002; R-HSA-9837999; R-HSA-5653656; R-HSA-168256; R-HSA-162582; R-HSA-1474244	"Post-translational protein phosphorylation; Amyloid fiber formation; Innate Immune System; Parasitic Infection Pathways; Membrane Trafficking; Toll-like Receptor Cascades; Toll Like Receptor 4 (TLR4) Cascade; Leishmania infection; Platelet activation, signaling and aggregation; Mitochondrial protein degradation; Vesicle-mediated transport; Immune System; Signal Transduction; Extracellular matrix organization"	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.571441288	1	1	4	1	0.46916804	13.203666	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	1
BCL2L1	ENSG00000171552	R-HSA-5663202; R-HSA-168249; R-HSA-168256; R-HSA-162582	Diseases of signal transduction by growth factor receptors and second messengers; Innate Immune System; Immune System; Signal Transduction	"SORL1.null, AD_MIX"	0.150601228	1	0		0	0.8133493	12.042749	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
BTC	ENSG00000174808	R-HSA-1236394; R-HSA-9006934; R-HSA-5663202; R-HSA-1251985; R-HSA-199991; R-HSA-9006931; R-HSA-5653656; R-HSA-162582	Signaling by ERBB4; Signaling by Receptor Tyrosine Kinases; Diseases of signal transduction by growth factor receptors and second messengers; Nuclear signaling by ERBB4; Membrane Trafficking; Signaling by Nuclear Receptors; Vesicle-mediated transport; Signal Transduction	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.295959626	1	0		0	-1.897778	6.570911	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
CAMK2G	ENSG00000148660	R-HSA-5663202; R-HSA-168256; R-HSA-382551; R-HSA-162582	Diseases of signal transduction by growth factor receptors and second messengers; Immune System; Transport of small molecules; Signal Transduction		0	0	1		0	0.19180973	11.425424	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
CSK	ENSG00000103653	R-HSA-9006934; R-HSA-5663202; R-HSA-1280218; R-HSA-9012999; R-HSA-76002; R-HSA-168256; R-HSA-162582	"Signaling by Receptor Tyrosine Kinases; Diseases of signal transduction by growth factor receptors and second messengers; Adaptive Immune System; RHO GTPase cycle; Platelet activation, signaling and aggregation; Immune System; Signal Transduction"		0	0	1		0	-0.25444037	10.534739	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
DOCK1	ENSG00000150760	R-HSA-9006934; R-HSA-168249; R-HSA-9675108; R-HSA-422475; R-HSA-9012999; R-HSA-9824443; R-HSA-9658195; R-HSA-194138; R-HSA-4420097; R-HSA-1266738; R-HSA-168256; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Innate Immune System; Nervous system development; Axon guidance; RHO GTPase cycle; Parasitic Infection Pathways; Leishmania infection; Signaling by VEGF; VEGFA-VEGFR2 Pathway; Developmental Biology; Immune System; Signal Transduction	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.230058388	1	0		0	1.1573867	8.47135	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
EGF	ENSG00000138798	R-HSA-9012852; R-HSA-157118; R-HSA-9006934; R-HSA-1236394; R-HSA-5663202; R-HSA-9013507; R-HSA-199991; R-HSA-76002; R-HSA-9006931; R-HSA-1266738; R-HSA-5653656; R-HSA-162582	"Signaling by NOTCH3; Signaling by NOTCH; Signaling by Receptor Tyrosine Kinases; Signaling by ERBB4; Diseases of signal transduction by growth factor receptors and second messengers; NOTCH3 Activation and Transmission of Signal to the Nucleus; Membrane Trafficking; Platelet activation, signaling and aggregation; Signaling by Nuclear Receptors; Developmental Biology; Vesicle-mediated transport; Signal Transduction"	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.341583561	1	0		0	-0.42092976	6.1489744	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	1
EGFR	ENSG00000146648	R-HSA-9012852; R-HSA-9013507; R-HSA-9675108; R-HSA-422475; R-HSA-1236394; R-HSA-5663202; R-HSA-9006934; R-HSA-157118; R-HSA-9006931; R-HSA-199991; R-HSA-1266738; R-HSA-5653656; R-HSA-162582	Signaling by NOTCH3; NOTCH3 Activation and Transmission of Signal to the Nucleus; Nervous system development; Axon guidance; Signaling by ERBB4; Diseases of signal transduction by growth factor receptors and second messengers; Signaling by Receptor Tyrosine Kinases; Signaling by NOTCH; Signaling by Nuclear Receptors; Membrane Trafficking; Developmental Biology; Vesicle-mediated transport; Signal Transduction		0	0	1		0	0.18256384	6.011934	22		Notch1 / Transduction / Domain	Signaling by NOTCH3	cell surface receptor signaling pathway	0
